ccode,name,num_code,year,age,sex,population
GHA,Ghana,288,2027,15,male,245386.208
GHA,Ghana,288,2027,16,female,343221.472
GHA,Ghana,288,2027,16,male,358945.664
GHA,Ghana,288,2027,17,female,412111.23199999996
GHA,Ghana,288,2027,17,male,430201.02400000003
GHA,Ghana,288,2027,18,female,415706.912
GHA,Ghana,288,2027,18,male,431932.704
GHA,Ghana,288,2027,19,female,376988.768
GHA,Ghana,288,2027,19,male,388654.4
GHA,Ghana,288,2027,20,female,356211.6159999999
GHA,Ghana,288,2027,20,male,370170.88
GHA,Ghana,288,2027,21,female,325350.784
GHA,Ghana,288,2027,21,male,337786.784
GHA,Ghana,288,2027,22,female,301489.504
GHA,Ghana,288,2027,22,male,312647.904
GHA,Ghana,288,2027,23,female,294481.504
GHA,Ghana,288,2027,23,male,305010.144
GHA,Ghana,288,2027,24,female,297686.592
GHA,Ghana,288,2027,24,male,307964.288
GHA,Ghana,288,2027,25,female,294600.608
GHA,Ghana,288,2027,25,male,304304.928
GHA,Ghana,288,2027,26,female,288512.09599999996
GHA,Ghana,288,2027,26,male,297424.8
GHA,Ghana,288,2027,27,female,282515.296
GHA,Ghana,288,2027,27,male,290699.36
GHA,Ghana,288,2027,28,female,276502.81600000005
GHA,Ghana,288,2027,28,male,284079.68
GHA,Ghana,288,2027,29,female,270529.184
GHA,Ghana,288,2027,29,male,277531.232
GHA,Ghana,288,2027,30,female,264766.112
GHA,Ghana,288,2027,30,male,271090.39999999997
GHA,Ghana,288,2027,31,female,259191.008
GHA,Ghana,288,2027,31,male,264776.288
GHA,Ghana,288,2027,32,female,253661.08800000002
GHA,Ghana,288,2027,32,male,258234.36800000002
GHA,Ghana,288,2027,33,female,248126.048
GHA,Ghana,288,2027,33,male,251299.808
GHA,Ghana,288,2027,34,female,242635.744
GHA,Ghana,288,2027,34,male,244119.136
GHA,Ghana,288,2027,35,female,237224.448
GHA,Ghana,288,2027,35,male,237018.08
GHA,Ghana,288,2028,15,female,239913.824
GHA,Ghana,288,2028,15,male,250694.11200000002
GHA,Ghana,288,2028,16,female,350853.088
GHA,Ghana,288,2028,16,male,366674.016
GHA,Ghana,288,2028,17,female,421274.52800000005
GHA,Ghana,288,2028,17,male,439459.45599999995
GHA,Ghana,288,2028,18,female,424992.44800000003
GHA,Ghana,288,2028,18,male,441261.37600000005
GHA,Ghana,288,2028,19,female,385466.112
GHA,Ghana,288,2028,19,male,397091.04000000004
GHA,Ghana,288,2028,20,female,364645.34400000004
GHA,Ghana,288,2028,20,male,378705.92
GHA,Ghana,288,2028,21,female,333366.496
GHA,Ghana,288,2028,21,male,345937.856
GHA,Ghana,288,2028,22,female,308966.17600000004
GHA,Ghana,288,2028,22,male,320253.536
GHA,Ghana,288,2028,23,female,301360.576
GHA,Ghana,288,2028,23,male,311948.09599999996
GHA,Ghana,288,2028,24,female,303941.408
GHA,Ghana,288,2028,24,male,314174.592
GHA,Ghana,288,2028,25,female,300134.592
GHA,Ghana,288,2028,25,male,309709.31200000003
GHA,Ghana,288,2028,26,female,293195.424
GHA,Ghana,288,2028,26,male,301899.04000000004
GHA,Ghana,288,2028,27,female,286685.824
GHA,Ghana,288,2028,27,male,294639.68
GHA,Ghana,288,2028,28,female,280709.50399999996
GHA,Ghana,288,2028,28,male,288124.16000000003
GHA,Ghana,288,2028,29,female,275114.65599999996
GHA,Ghana,288,2028,29,male,282087.808
GHA,Ghana,288,2028,30,female,269673.248
GHA,Ghana,288,2028,30,male,276100.64
GHA,Ghana,288,2028,31,female,264463.87200000003
GHA,Ghana,288,2028,31,male,270281.792
